"","metric","clade","pool","z","pval","rho.est","alt","hyp","measure"
"243","MPD","Lamiales","All Summits",502,0.727041064526361,-0.103296703296703,"two.sided","Environment","Available Energy"
"244","MPD","Poales","Regional",248,0.104380288916604,0.454945054945055,"two.sided","Environment","Available Energy"
"245","MPD","Poales","LGM",274,0.160153381461374,0.397802197802198,"two.sided","Environment","Available Energy"
"246","MPD","Poales","All Summits",258,0.123872396419663,0.432967032967033,"two.sided","Environment","Available Energy"
"247","MPD","Rosales","Regional",270,0.503066960517545,-0.227272727272727,"two.sided","Environment","Available Energy"
"248","MPD","Rosales","LGM",270,0.503066960517545,-0.227272727272727,"two.sided","Environment","Available Energy"
"249","MPD","Rosales","All Summits",310,0.213864224336727,-0.409090909090909,"two.sided","Environment","Available Energy"
"250","MPD","Spermatophyta","Regional",486,0.638932943879,0.132142857142857,"two.sided","Environment","Available Energy"
"251","MPD","Spermatophyta","LGM",758,0.196348882690508,-0.353571428571428,"two.sided","Environment","Available Energy"
"252","MPD","Spermatophyta","All Summits",504,0.724060433819824,0.1,"two.sided","Environment","Available Energy"
"253","MNTD","Asterales","Regional",710,0.333445516507358,-0.267857142857143,"two.sided","Environment","Stress"
"254","MNTD","Asterales","LGM",736,0.253519673210499,-0.314285714285714,"two.sided","Environment","Stress"
"255","MNTD","Asterales","All Summits",698,0.37482475819644,-0.246428571428571,"two.sided","Environment","Stress"
"256","MNTD","Caryophyllales","Regional",760,0.0107963859706298,-0.67032967032967,"two.sided","Environment","Stress"
"257","MNTD","Caryophyllales","LGM",780,0.00556164999027656,-0.714285714285714,"two.sided","Environment","Stress"
"258","MNTD","Caryophyllales","All Summits",768,0.00838258399254918,-0.687912087912088,"two.sided","Environment","Stress"
"259","MNTD","Lamiales","Regional",454,1,0.0021978021978022,"two.sided","Environment","Stress"
"260","MNTD","Lamiales","LGM",296,0.541341049536417,0.186813186813187,"two.sided","Environment","Stress"
"261","MNTD","Lamiales","All Summits",422,0.808313874049904,0.0725274725274725,"two.sided","Environment","Stress"
"262","MNTD","Poales","Regional",448,0.963748772502748,0.0153846153846154,"two.sided","Environment","Stress"
"263","MNTD","Poales","LGM",360,0.473080171321481,0.208791208791209,"two.sided","Environment","Stress"
"264","MNTD","Poales","All Summits",380,0.573323360987644,0.164835164835165,"two.sided","Environment","Stress"
"265","MNTD","Rosales","Regional",196,0.754880444355198,0.109090909090909,"two.sided","Environment","Stress"
"266","MNTD","Rosales","LGM",186,0.653538937959263,0.154545454545455,"two.sided","Environment","Stress"
"267","MNTD","Rosales","All Summits",204,0.83882493483871,0.0727272727272727,"two.sided","Environment","Stress"
"268","MNTD","Spermatophyta","Regional",592,0.842456020796488,-0.0571428571428571,"two.sided","Environment","Stress"
"269","MNTD","Spermatophyta","LGM",408,0.326822107241016,0.271428571428571,"two.sided","Environment","Stress"
"270","MNTD","Spermatophyta","All Summits",566,0.974440096881549,-0.0107142857142857,"two.sided","Environment","Stress"
"271","MPD","Asterales","Regional",456,0.506673970534301,0.185714285714286,"two.sided","Environment","Stress"
"272","MPD","Asterales","LGM",488,0.648201799187281,0.128571428571429,"two.sided","Environment","Stress"
"273","MPD","Asterales","All Summits",420,0.367734618943773,0.25,"two.sided","Environment","Stress"
"274","MPD","Caryophyllales","Regional",724,0.0288937236498446,-0.591208791208791,"two.sided","Environment","Stress"
"275","MPD","Caryophyllales","LGM",774,0.00686211373106961,-0.701098901098901,"two.sided","Environment","Stress"
"276","MPD","Caryophyllales","All Summits",726,0.027508385456238,-0.595604395604396,"two.sided","Environment","Stress"
"277","MPD","Lamiales","Regional",538,0.532151855360508,-0.182417582417582,"two.sided","Environment","Stress"
"278","MPD","Lamiales","LGM",318,0.682631671519805,0.126373626373626,"two.sided","Environment","Stress"
"279","MPD","Lamiales","All Summits",418,0.784860840614789,0.0813186813186813,"two.sided","Environment","Stress"
"280","MPD","Poales","Regional",488,0.808313874049905,-0.0725274725274725,"two.sided","Environment","Stress"
"281","MPD","Poales","LGM",496,0.761584492880023,-0.0901098901098901,"two.sided","Environment","Stress"
"282","MPD","Poales","All Summits",522,0.615811916244492,-0.147252747252747,"two.sided","Environment","Stress"
"283","MPD","Rosales","Regional",210,0.902917866811604,0.0454545454545455,"two.sided","Environment","Stress"
"284","MPD","Rosales","LGM",176,0.557553078061045,0.2,"two.sided","Environment","Stress"
"285","MPD","Rosales","All Summits",162,0.434522554208937,0.263636363636364,"two.sided","Environment","Stress"
"286","MPD","Spermatophyta","Regional",674,0.465749711122254,-0.203571428571429,"two.sided","Environment","Stress"
"287","MPD","Spermatophyta","LGM",504,0.724060433819824,0.1,"two.sided","Environment","Stress"
"288","MPD","Spermatophyta","All Summits",664,0.506673970534301,-0.185714285714286,"two.sided","Environment","Stress"
"289","MNTD","Asterales","Regional",734,0.259190923772765,-0.310714285714286,"two.sided","Environment","Stability"
"290","MNTD","Asterales","LGM",562,0.994887248557189,-0.00357142857142857,"two.sided","Environment","Stability"
"291","MNTD","Asterales","All Summits",630,0.657520919334464,-0.125,"two.sided","Environment","Stability"
"292","MNTD","Caryophyllales","Regional",380,0.573323360987644,0.164835164835165,"two.sided","Environment","Stability"
"293","MNTD","Caryophyllales","LGM",430,0.855675102870577,0.0549450549450549,"two.sided","Environment","Stability"
"294","MNTD","Caryophyllales","All Summits",378,0.562902903487392,0.169230769230769,"two.sided","Environment","Stability"
"295","MNTD","Lamiales","Regional",424,0.820100837854584,0.0681318681318681,"two.sided","Environment","Stability"
"296","MNTD","Lamiales","LGM",284,0.470352562207021,0.21978021978022,"two.sided","Environment","Stability"
"297","MNTD","Lamiales","All Summits",272,0.155262653539158,0.402197802197802,"two.sided","Environment","Stability"
"298","MNTD","Poales","Regional",400,0.681768230694678,0.120879120879121,"two.sided","Environment","Stability"
"299","MNTD","Poales","LGM",322,0.309937985690013,0.292307692307692,"two.sided","Environment","Stability"
"300","MNTD","Poales","All Summits",280,0.175452601385176,0.384615384615385,"two.sided","Environment","Stability"
"301","MNTD","Rosales","Regional",296,0.299387684486896,-0.345454545454545,"two.sided","Environment","Stability"
"302","MNTD","Rosales","LGM",308,0.225014088667236,-0.4,"two.sided","Environment","Stability"
"303","MNTD","Rosales","All Summits",308,0.225014088667236,-0.4,"two.sided","Environment","Stability"
"304","MNTD","Spermatophyta","Regional",780,0.148499766564763,-0.392857142857143,"two.sided","Environment","Stability"
"305","MNTD","Spermatophyta","LGM",418,0.360721478070494,0.253571428571429,"two.sided","Environment","Stability"
"306","MNTD","Spermatophyta","All Summits",602,0.792571061577752,-0.075,"two.sided","Environment","Stability"
"307","MPD","Asterales","Regional",330,0.129691512990006,0.410714285714286,"two.sided","Environment","Stability"
"308","MPD","Asterales","LGM",254,0.0377005547982203,0.546428571428571,"two.sided","Environment","Stability"
"309","MPD","Asterales","All Summits",272,0.0524250137509508,0.514285714285714,"two.sided","Environment","Stability"
"310","MPD","Caryophyllales","Regional",372,0.532151855360508,0.182417582417582,"two.sided","Environment","Stability"
"311","MPD","Caryophyllales","LGM",434,0.879545024083646,0.0461538461538462,"two.sided","Environment","Stability"
"312","MPD","Caryophyllales","All Summits",430,0.855675102870577,0.0549450549450549,"two.sided","Environment","Stability"
"313","MPD","Lamiales","Regional",478,0.867596308123435,-0.0505494505494506,"two.sided","Environment","Stability"
"314","MPD","Lamiales","LGM",278,0.436693258252511,0.236263736263736,"two.sided","Environment","Stability"
"315","MPD","Lamiales","All Summits",244,0.097233961205613,0.463736263736264,"two.sided","Environment","Stability"
"316","MPD","Poales","Regional",600,0.266538195204492,-0.318681318681319,"two.sided","Environment","Stability"
"317","MPD","Poales","LGM",548,0.482691177195478,-0.204395604395604,"two.sided","Environment","Stability"
"318","MPD","Poales","All Summits",564,0.408572167756221,-0.23956043956044,"two.sided","Environment","Stability"
"319","MPD","Rosales","Regional",292,0.327015951002671,-0.327272727272727,"two.sided","Environment","Stability"
"320","MPD","Rosales","LGM",318,0.172786506584626,-0.445454545454545,"two.sided","Environment","Stability"
"321","MPD","Rosales","All Summits",246,0.734251788754801,-0.118181818181818,"two.sided","Environment","Stability"
"322","MPD","Spermatophyta","Regional",894,0.0213320067793222,-0.596428571428571,"two.sided","Environment","Stability"
"323","MPD","Spermatophyta","LGM",638,0.620550663675233,-0.139285714285714,"two.sided","Environment","Stability"
"324","MPD","Spermatophyta","All Summits",878,0.0298044733892531,-0.567857142857143,"two.sided","Environment","Stability"
